time,accelerometer1,accelerometer2,accelerometer3,magnetic_field1,magnetic_field2,magnetic_field3,orientation1,orientation2,orientation3,gyroscope1,gyroscope2,gyroscope3,gravity1,gravity2,gravity3,linear_acceleration1,linear_acceleration2,linear_acceleration3,rotation_vector1,rotation_vector2,rotation_vector3,rotation_vector4,rotation_vector5,step_counter1,label
2018-03-12 23:03:25.430,2.9218410907244645,-5.114416891449783,6.36868595878488,-39.846855892757404,13.2065,-12.5965,82.43163861337038,36.736773134362195,-13.025310418227033,-0.030818523215988883,-0.12441780332065536,0.011034138689877121,3.2953137999999997,-5.713954,7.2568600000000005,-0.3734727059365133,0.5995369418977728,-0.8881737478726853,-0.30644422636922175,0.12532214192363955,-0.6481776530207725,0.6857492870794324,0.0,0.0,0
2018-03-12 23:03:25.440,3.059072,-5.17505,6.764427,-39.18232523609057,12.75577045170099,-13.047230326089432,82.43893160565256,36.73802948389739,-13.021202019814654,-0.011718784253443243,-0.11878620181352721,0.03355882027940198,3.2953137999999997,-5.713954,7.2568600000000005,-0.23624182,0.5389041999999999,-0.4924326,-0.30642238399672317,0.1253749402012186,-0.6482139881880088,0.6857148357585376,0.0,0.0,0
2018-03-12 23:03:25.450,2.9872637191552,-5.2133451361408,6.8936825308416,-39.552393441363954,12.627,-12.712406134014286,82.42310575222939,36.7513418624824,-13.00951520356701,-0.029296643441396084,-0.07368747535725562,0.05859396738737893,3.2953137999999997,-5.713954,7.2568600000000005,-0.30805007084864,0.50060888385792,-0.3631772691584,-0.30645881568545463,0.12548271684558604,-0.6480879048299697,0.6857981706634808,0.0,0.0,0
2018-03-12 23:03:25.460,2.8795488218048,-5.577178686143999,6.7620334781952005,-39.6805,14.066581573355862,-13.52368813199191,82.38154298351424,36.79311454054884,-13.006578446293261,-0.06551880156865657,-0.027699238431343438,0.058061575143764074,3.2953137999999997,-5.713954,7.2568600000000005,-0.41576502069439997,0.136775461108096,-0.4948261718016,-0.3067391384860741,0.1256264767289576,-0.6477890894501331,0.6859286795412656,0.0,0.0,0
2018-03-12 23:03:25.470,2.9441778877696,-6.077455285664,6.692615968064,-39.9245,14.066600000000001,-13.6396002,82.3606382,36.810160599999996,-13.029209799999999,0.0021306979999999864,-0.041015938,0.0580615204,3.2953137999999997,-5.713954,7.2568600000000005,-0.35113594972992,-0.3635012356672,-0.5642436544364801,-0.306981248,0.125521976,-0.6476778919999999,0.6859443199999999,0.0,0.0,0
2018-03-12 23:03:25.480,3.212265,-6.0080366000000005,6.7165542,-40.229496096,13.616730758400001,-13.4947273043968,82.3434686697728,36.8187987394304,-13.0597591589632,0.09468171083187199,-0.065651820156672,0.0607248580588416,3.2953137999999997,-5.713954,7.2568600000000005,-0.0830488185,-0.294082635,-0.540305625,-0.307209955072512,0.125329285966464,-0.647609707872768,0.68594147003648,0.0,0.0,0
2018-03-12 23:03:25.490,3.2409887000000004,-4.993133,7.042089,-40.534492192,13.166861516800001,-13.3498544087936,82.3262991395456,36.8274368788608,-13.0903085179264,0.18723272366374397,-0.090287702313344,0.0633881957176832,3.2953137999999997,-5.713954,7.2568600000000005,-0.054325104000000006,0.7208209,-0.2147708,-0.307438662145024,0.125136595932928,-0.647541523745536,0.6859386200729599,0.0,0.0,0
2018-03-12 23:03:25.500,3.1260934122304,-4.1122705361344,7.3221480356672,-40.839496096,12.7169807584,-13.204977804396801,82.3091291697728,36.8360752394304,-13.1208586589632,0.2797861058318719,-0.11492421515667199,0.0660516015588416,3.2953137999999997,-5.713954,7.2568600000000005,-0.16922046027008,1.6016834638656001,0.06528823316735999,-0.307667375072512,0.124943900966464,-0.647473337872768,0.68593577003648,0.0,0.0,0
2018-03-12 23:03:25.510,3.0423115946304,-3.9231692313216,7.393946362169601,-40.9005,15.018230607751779,-11.785182397521888,82.300468591232,36.685081450624004,-13.112179797120001,0.28764304180864,-0.074573236309184,0.049271965360384,3.3275919999999997,-5.710717,7.2446694,-0.28528033787008,1.7875479936832002,0.149277025164416,-0.30672768220672003,0.12412292695584,-0.64757313202432,0.68641106245568,0.0,0.0,0
2018-03-12 23:03:25.520,2.8436453191552,-3.9159985952448,7.3149675952448,-42.41331936408786,13.688375326404177,-12.364711868311915,82.30976987660642,36.55455408765552,-13.081622082586657,0.10706495956464082,-0.006924277520894986,0.02876431470682505,3.3275919999999997,-5.710717,7.2446694,-0.48394653834496004,1.7947186297536,0.07029810774687999,-0.30577732565255233,0.12360588625743689,-0.6477262894296247,0.6867841778239722,0.0,0.0,0
2018-03-12 23:03:25.530,2.8532173680704003,-5.012262791296,7.2287952947136,-41.278719363592145,13.694493753679952,-13.060094865985716,82.30243810045569,36.6164286949465,-13.064184002457631,-0.17684352372791973,0.018643608,0.028231667580103426,3.3275919999999997,-5.710717,7.2446694,-0.47437451692864,0.69845442870272,-0.015874148285632002,-0.3060656728441964,0.12404766643541038,-0.6475905433131944,0.686703964297783,0.0,0.0,0
2018-03-12 23:03:25.540,3.1069447999999995,-6.639958,7.176133,-40.9005,13.8165,-12.403333666666668,82.31129592524869,36.8176464305515,-13.03069215773113,-0.39037479309757167,-0.026634114609786423,0.039189680944265656,3.3275919999999997,-5.710717,7.2446694,-0.2206471,-0.9292406999999999,-0.06853628,-0.307087764939292,0.12542273715239174,-0.6473761956454798,0.686199435756656,0.0,0.0,0
