time,1,2,3,label
2018-02-26 21:41:55.510,2.10316698832,-3.96492404672,-1.5543033735104,2
2018-02-26 21:41:55.520,2.1606130877695997,-3.404827772416,-1.4729047355968001,2
2018-02-26 21:41:55.530,2.1749716925248,-2.6508296936832,-0.4149723569894401,2
2018-02-26 21:41:55.540,2.2563581499999996,-1.3893745000000002,0.03029704200000001,2
2018-02-26 21:41:55.550,2.5435947999999997,-0.25957644,0.7483890999999999,2
2018-02-26 21:41:55.560,2.8559359824768,-0.22533459698304,0.87504121388672,2
2018-02-26 21:41:55.570,2.9373187133184,-0.11762282849152,1.0042956366848002,2
2018-02-26 21:41:55.580,2.8894444,-0.7471521,0.16173613,2
2018-02-26 21:41:55.590,2.1665639808384,-0.59874616361472,1.1383339467392,2
2018-02-26 21:41:55.600,1.7883697,-0.8237485999999999,0.49684572,2
2018-02-26 21:41:55.610,0.71365599429504,-1.0319967037376,0.13780433578688,2
2018-02-26 21:41:55.620,-0.42653588717979346,-1.1365162383138494,-0.6265633152444747,2
2018-02-26 21:41:55.630,-0.9786787,-0.9577924999999999,-0.6233779,2
2018-02-26 21:41:55.640,-1.30421355,-0.10565656500000001,-0.58986675,2
2018-02-26 21:41:55.650,-1.1701726638591998,0.10259453909542401,-0.6281629803008,2
2018-02-26 21:41:55.660,-0.8374534368166401,-0.6609878654912,-1.2888150335616002,2
2018-02-26 21:41:55.670,-1.3233715415872,-1.580143702176,-1.6622240341056,2
2018-02-26 21:41:55.680,-2.3478402999999997,-2.1737618,-1.839347,2
2018-02-26 21:41:55.690,-3.3299425681728,-2.9721653791168,-2.0791567189696,2
2018-02-26 21:41:55.700,-4.3996763,-4.0461526,-2.3677511000000004,2
2018-02-26 21:41:55.710,-5.0076738617984,-4.7211617574784,-1.6017771584256,2
2018-02-26 21:41:55.720,-5.6922426,-4.9557357,-1.391146,2
2018-02-26 21:41:55.730,-5.3236465172608,-5.2764838064,-1.5443248562496001,2
2018-02-26 21:41:55.740,-4.035844,-5.2716959999999995,-1.1805058000000002,2
2018-02-26 21:41:55.750,-2.609216079616,-5.3099965383168,-0.76400038094848,2
2018-02-26 21:41:55.760,-1.8336945,-5.4440384,-0.6251812,2
2018-02-26 21:41:55.770,-1.2448621202368,-5.884463710592,-0.52464862138816,2
2018-02-26 21:41:55.780,-1.7187995999999999,-5.9802136,-0.5773083999999999,2
2018-02-26 21:41:55.790,-2.5422193532415998,-5.8270177861376,-1.314557416032,2
2018-02-26 21:41:55.800,-3.1837072,-5.2908454,-1.3145494,2
2018-02-26 21:41:55.810,-4.021468825408,-4.18021218208,-1.4581629978304,2
2018-02-26 21:41:55.820,-4.7443610000000005,-3.2227402,-1.391146,2
2018-02-26 21:41:55.830,-4.7214549235904,-2.0915066105792,-2.792826082272,2
2018-02-26 21:41:55.840,-4.646799,-1.4687096000000002,-3.1993834999999997,2
2018-02-26 21:41:55.850,-3.6821711511679998,-1.2437230006848001,-2.9815570196352,2
2018-02-26 21:41:55.860,-2.3584790499999997,-0.726681055,-3.606302,2
2018-02-26 21:41:55.870,-0.7906136132064,0.072803942076928,-3.745103786944,2
2018-02-26 21:41:55.880,0.85858224881152,0.35763745792128,-1.7727652461952,2
2018-02-26 21:41:55.890,1.3564438094912001,0.18290620301696,-1.3275490903551999,2
2018-02-26 21:41:55.900,1.9668211621568001,-0.02773659219408,-1.6363370659647998,2
2018-02-26 21:41:55.910,2.4096522,0.68556666,-0.7291468000000001,2
2018-02-26 21:41:55.920,2.61550525,1.7100445999999998,0.38150219500000004,2
2018-02-26 21:41:55.930,2.6346601963264,2.5597863654207997,0.7668774965344001,2
2018-02-26 21:41:55.940,2.0362443999999997,2.2270708,0.18043643,2
2018-02-26 21:41:55.950,2.5006117691584,1.6573824052928001,0.59215910984064,2
2018-02-26 21:41:55.960,3.2761367254016,1.6717512271744,1.0038474369568,2
2018-02-26 21:41:55.970,3.5939631000000003,3.701342,-0.8871013000000001,2
2018-02-26 21:41:55.980,2.2822482500000003,3.85453495,-1.6387043,2
2018-02-26 21:41:55.990,2.8567218999999997,3.0215482999999996,-1.4424258,2
2018-02-26 21:41:56.000,2.4162922499999997,3.1986776499999996,-1.7296626499999999,2
2018-02-26 21:41:56.010,2.13863,3.2513377999999995,-2.0839214,2
2018-02-26 21:41:56.020,1.99979875,3.22261405,-2.14136875,2
2018-02-26 21:41:56.030,1.8992658,3.050272,-2.2275397999999997,2
2018-02-26 21:41:56.040,1.7173493,2.8587808999999997,-2.29456165,2
2018-02-26 21:41:56.050,1.4492617,2.8492062000000002,-2.3328599999999997,2
2018-02-26 21:41:56.060,1.3439412,2.743886,-2.43818,2
2018-02-26 21:41:56.070,1.3247924,2.5523949,-2.5722240000000003,2
2018-02-26 21:41:56.080,1.39181425,2.3561163,-2.7158425,2
2018-02-26 21:41:56.090,1.8322439,2.0928159,-2.6966933999999996,2
2018-02-26 21:41:56.100,2.451404691424183,1.7736600872770716,-2.562648582984896,2
2018-02-26 21:41:56.110,2.7047164525343996,1.6043203754656,-2.5566279463968002,2
2018-02-26 21:41:56.120,2.5239432457216,1.6245135095807999,-2.9285142351232,2
2018-02-26 21:41:56.130,1.8202206553664,1.7011100095808,-3.0864916526464,2
2018-02-26 21:41:56.140,0.9369569036736001,1.715471528192,-3.2133574633152,2
2018-02-26 21:41:56.150,-0.030078505717759996,1.827972143616,-3.3330397446976,2
2018-02-26 21:41:56.160,-0.7242241,1.7753124,-3.337825,2
2018-02-26 21:41:56.170,-1.1167752350784,1.5646732755455999,-3.423994774464,2
2018-02-26 21:41:56.180,-1.557208223904,1.4473838781952,-3.6322403021056,2
2018-02-26 21:41:56.190,-2.0143971287232003,1.5957910351231999,-3.7567108526464,2
2018-02-26 21:41:56.200,-2.5409930015616,1.8902045739136,-3.6561827234432,2
2018-02-26 21:41:56.210,-3.184886,2.2348914,-3.0218644,2
2018-02-26 21:41:56.220,-3.8168073,2.2923386499999996,-2.6867548,2
2018-02-26 21:41:56.230,-4.467877400000001,2.3210623,-2.1505794999999996,2
2018-02-26 21:41:56.240,-5.3008690649344,2.49579968512,-2.3995210888576,2
2018-02-26 21:41:56.250,-5.6527301787391995,2.7567014797567997,-2.5957961186112,2
2018-02-26 21:41:56.260,-4.384151824384,2.106303156928,-1.7922981021056,2
2018-02-26 21:41:56.270,-3.2381799769163253,1.7244824510386192,-0.9929302086015214,2
2018-02-26 21:41:56.280,-2.4092722,1.6139028999999998,-0.49607828,2
2018-02-26 21:41:56.290,-1.6720407043519998,1.5373075755456,-0.20406180464896,2
2018-02-26 21:41:56.300,-0.5422325,1.3936879999999998,0.36563218,2
2018-02-26 21:41:56.310,0.22852709966784,1.144744497824,0.6815926999999999,2
2018-02-26 21:41:56.320,0.8365040000000001,0.7904906999999999,0.7294655,2
2018-02-26 21:41:56.330,1.0902295308416001,0.38357584301695996,0.652871441088,2
2018-02-26 21:41:56.340,0.98969746,0.06282413,0.45659049999999995,2
2018-02-26 21:41:56.350,0.33861583009280005,-0.12866895331776002,0.2220064217376,2
2018-02-26 21:41:56.360,-0.5326576,-0.15739083,-0.27586338,2
2018-02-26 21:41:56.370,-1.6815932073280002,0.21122453143936,-0.71150062643904,2
2018-02-26 21:41:56.380,-2.4475697999999997,0.6277232,-0.8982098,2
2018-02-26 21:41:56.390,-2.6007614866816002,1.0322518984384,-0.9436878276480001,2
